trial_id,prompt_id,prompt_type,prefix_id,prefix_category,prefix_text,replication,temperature,input_tokens,output_tokens,generation_time_ms,course_corrected,framing_id,framing_category,base_question,m_char_count,m_word_count,m_sentence_count,m_paragraph_count,m_list_item_count,m_question_count,m_avg_word_length,m_avg_sentence_length,m_type_token_ratio,m_flesch_reading_ease,m_flesch_kincaid_grade,m_hedge_word_count,m_certainty_marker_count,m_first_person_hedge_count,m_example_count,m_caveat_count,m_citation_like_count,m_exclamation_count,m_intensifier_count,j_thoroughness,j_accuracy,j_insight,j_clarity,j_engagement,j_nuance,j_usefulness
38d17d8c-3dff-4ba2-a712-74f3af59037d,enthusiastic_1363,factual,none,control,,9,0.7,75,1435,27583,False,enthusiastic,enthusiastic,What causes inflation?,5650,868,79,33,35,0,5.44,10.99,0.523,42.9,10.4,0,2,0,1,1,0,0,0,4,4,4,4,4,4,4
a684009d-7b84-4851-b931-4647861811e9,neutral_9714,factual,none,control,,17,0.7,72,1748,33531,False,neutral,neutral,How does democracy work?,7734,1133,92,37,60,0,5.67,12.32,0.513,20.2,13.7,2,1,0,2,1,0,0,0,4,4,4,4,4,4,4
44e51106-3984-491d-9f4f-da7f54c1e4a2,rushed_1363,factual,none,control,,22,0.7,74,700,13392,False,rushed,rushed,What causes inflation?,2742,435,26,17,16,0,5.14,16.73,0.566,33.6,12.6,1,0,0,1,0,0,0,1,6,7,5,7,6,6,7
43cc0f2b-c97f-4832-8e96-a95f338f4d0c,enthusiastic_4625,factual,none,control,,6,0.7,82,1727,33210,False,enthusiastic,enthusiastic,How would you reduce traffic congestion in a major city?,6505,940,94,16,38,0,5.81,10.0,0.582,32.5,11.5,0,1,0,1,0,0,0,0,4,4,4,4,4,4,4
2751976d-7c67-4379-a352-a2c7c9d4ad93,rushed_4625,factual,none,control,,28,0.7,81,1075,20580,False,rushed,rushed,How would you reduce traffic congestion in a major city?,4362,617,55,20,23,0,5.97,11.22,0.619,29.3,11.9,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4
4efeb7d4-bd46-41f5-8bcc-1cd70e25607d,enthusiastic_1224,factual,none,control,,26,0.7,83,2000,38361,False,enthusiastic,enthusiastic,What are the strongest arguments for and against universal basic income?,8234,1261,105,15,20,0,5.52,12.01,0.517,31.6,12.4,4,1,0,3,4,0,0,2,4,4,4,4,4,4,4
251abd2d-486e-40de-a87b-3c1619e1dfc7,enthusiastic_9714,factual,none,control,,1,0.7,76,2000,38091,False,enthusiastic,enthusiastic,How does democracy work?,3677,537,61,12,13,1,5.83,8.8,0.618,15.5,13.6,0,1,0,2,2,0,0,0,4,4,4,4,4,4,4
0ab89fac-b3a4-4aad-8475-735d05b5400c,dismissive_9714,factual,none,control,,30,0.7,78,1691,32341,False,dismissive,dismissive,How does democracy work?,5812,826,71,27,47,0,5.9,11.63,0.556,16.4,14.2,2,2,0,2,1,0,1,0,7,7,6,7,7,7,7
2a3c868b-0b4b-40e4-97b9-b7b3b9640593,rushed_1363,factual,none,control,,7,0.7,74,363,7003,False,rushed,rushed,What causes inflation?,1458,225,14,4,1,0,5.47,16.07,0.644,41.3,11.0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4
8cfe8651-cefb-4a48-a0ec-7c5568937e38,enthusiastic_1224,factual,none,control,,19,0.7,83,2000,38229,False,enthusiastic,enthusiastic,What are the strongest arguments for and against universal basic income?,7429,1189,96,15,30,0,5.23,12.39,0.498,42.0,11.4,3,0,0,2,2,0,0,1,4,4,4,4,4,4,4
83211b07-2b04-4865-886a-60f11c66d332,neutral_9714,factual,none,control,,28,0.7,72,1788,34712,False,neutral,neutral,How does democracy work?,7750,1079,110,34,57,0,6.06,9.81,0.561,15.9,13.8,3,2,0,2,3,0,0,0,4,4,4,4,4,4,4
4e43d253-eeae-4a7a-9424-8c5459abbb6a,rushed_4625,factual,none,control,,11,0.7,81,606,11668,False,rushed,rushed,How would you reduce traffic congestion in a major city?,2222,313,38,5,10,0,6.04,8.24,0.716,43.0,9.3,0,0,0,0,0,0,0,0,6,7,5,7,6,5,7
e4a45aeb-aa38-4ad9-ba59-5e11e0317b20,enthusiastic_3770,factual,none,control,,21,0.7,78,1809,34582,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,8026,1153,85,28,36,6,5.86,13.56,0.51,24.8,13.5,0,2,0,2,2,0,0,2,4,4,4,4,4,4,4
7b15b575-f7fe-4240-ab82-681c02a79353,rushed_3770,factual,none,control,,12,0.7,77,428,8275,False,rushed,rushed,Is it ethical to eat meat?,1033,156,7,3,3,0,5.56,22.29,0.776,27.2,14.8,1,0,0,1,0,0,0,1,4,4,4,4,4,4,4
e6397b8c-22b2-4e06-83bc-c282c00b777e,neutral_1224,factual,none,control,,13,0.7,79,2000,38166,False,neutral,neutral,What are the strongest arguments for and against universal basic income?,6542,1054,52,10,14,1,5.2,20.27,0.514,35.3,13.5,3,0,0,2,2,0,0,1,4,4,4,4,4,4,4
9e446186-1033-423a-9683-60b716322545,rushed_4625,factual,none,control,,1,0.7,81,1389,26523,False,rushed,rushed,How would you reduce traffic congestion in a major city?,5568,838,30,28,22,0,5.61,27.93,0.587,10.4,20.1,0,1,0,1,1,0,0,0,4,4,4,4,4,4,4
d1069f37-5e77-4e9c-af1d-29d7395544a5,dismissive_1363,factual,none,control,,10,0.7,77,1061,20297,False,dismissive,dismissive,What causes inflation?,3377,494,23,9,5,0,5.75,21.48,0.585,23.7,15.7,1,1,0,1,2,0,0,0,7,7,6,7,6,7,7
3fd931b9-4e9b-493c-bc98-573648ddf747,neutral_9714,factual,none,control,,8,0.7,72,1503,28653,False,neutral,neutral,How does democracy work?,6734,956,96,35,46,0,5.96,9.96,0.582,18.0,13.7,0,1,0,3,2,0,0,1,4,4,4,4,4,4,4
541e3dc5-8449-4e11-a5fd-05f4b455a4e5,dismissive_1224,factual,none,control,,4,0.7,85,1878,35930,False,dismissive,dismissive,What are the strongest arguments for and against universal basic income?,7045,1098,66,16,11,0,5.4,16.64,0.543,29.4,13.5,3,1,0,1,3,0,0,1,4,4,4,4,4,4,4
075da290-b351-4bb8-9200-d2f5691f815d,enthusiastic_3770,factual,none,control,,19,0.7,78,2000,38165,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,8069,1172,89,33,36,10,5.8,13.17,0.52,26.2,12.9,2,2,0,3,1,0,0,1,4,4,4,4,4,4,4
3972df12-6f18-4f8f-836f-da46fe16dc58,dismissive_9714,factual,none,control,,20,0.7,78,1651,31511,False,dismissive,dismissive,How does democracy work?,7320,1034,118,40,58,1,5.92,8.76,0.545,19.6,13.1,1,1,0,2,2,0,0,1,4,4,4,4,4,4,4
64d2cab0-b9af-4876-9798-6169c826aacb,dismissive_3770,factual,none,control,,11,0.7,80,1807,34510,False,dismissive,dismissive,Is it ethical to eat meat?,6038,875,71,27,46,1,5.75,12.32,0.538,27.0,13.4,2,0,0,2,2,0,0,1,7,7,6,7,7,7,7
fd5f6188-15f4-4a8e-bd35-c1d62731bbf4,neutral_1363,factual,none,control,,9,0.7,71,2000,38203,False,neutral,neutral,What causes inflation?,2220,349,13,14,5,1,5.3,26.85,0.625,30.9,16.0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4
e9d178b1-7d03-44cb-bc89-27e72f0e820d,neutral_1363,factual,none,control,,8,0.7,71,1249,23845,False,neutral,neutral,What causes inflation?,5831,830,32,29,26,0,5.96,25.94,0.504,6.9,19.4,1,0,0,1,3,0,0,0,4,4,4,4,4,4,4
9daf2d68-89ef-42c0-8e0e-e08b64f37e85,rushed_1224,factual,none,control,,22,0.7,82,905,17336,False,rushed,rushed,What are the strongest arguments for and against universal basic income?,3897,584,42,11,6,0,5.66,13.9,0.613,27.5,12.9,1,1,0,1,1,0,0,1,4,4,4,4,4,4,4
f6a50c7c-14d9-475f-9c43-cbe3cf3331f8,enthusiastic_1224,factual,none,control,,17,0.7,83,2000,38437,False,enthusiastic,enthusiastic,What are the strongest arguments for and against universal basic income?,8195,1240,111,20,16,0,5.59,11.17,0.521,30.8,12.2,3,0,0,1,3,0,0,2,4,4,4,4,4,4,4
d309e924-40c6-450c-a3a3-d8f9259445b8,rushed_1363,factual,none,control,,15,0.7,74,458,8833,False,rushed,rushed,What causes inflation?,1798,279,19,5,6,0,5.41,14.68,0.631,38.5,12.3,1,0,0,1,0,0,0,0,4,4,4,4,4,4,4
e4ada57d-fa65-4473-9d0f-b4b716fd83e6,rushed_1363,factual,none,control,,6,0.7,74,568,10931,False,rushed,rushed,What causes inflation?,2315,345,18,7,9,0,5.66,19.17,0.612,28.2,15.3,0,0,0,1,0,0,0,1,4,4,4,4,4,4,4
eaa8ac7a-3f79-4458-a536-05a67b60c89e,neutral_1224,factual,none,control,,17,0.7,79,1863,35733,False,neutral,neutral,What are the strongest arguments for and against universal basic income?,7566,1140,86,16,25,0,5.61,13.26,0.563,30.1,13.3,2,0,0,1,3,0,0,1,6,6,6,7,7,7,7
a1bbc833-275b-4313-86a3-3357a65cfa0e,neutral_1224,factual,none,control,,16,0.7,79,2000,38416,False,neutral,neutral,What are the strongest arguments for and against universal basic income?,7649,1077,92,44,85,0,5.99,11.71,0.534,26.6,13.0,4,1,0,1,2,0,0,1,6,6,5,7,6,6,7
c3d09e5c-9800-44a7-ae4e-281d035951d4,dismissive_3770,factual,none,control,,27,0.7,80,1979,37868,False,dismissive,dismissive,Is it ethical to eat meat?,7989,1121,92,29,36,12,6.05,12.18,0.54,19.7,13.9,3,1,0,3,3,1,0,0,4,4,4,4,4,4,4
51900c97-cefd-4ff6-b8c4-70fc1a0d38ff,dismissive_1363,factual,none,control,,19,0.7,77,1387,26514,False,dismissive,dismissive,What causes inflation?,4468,699,37,24,29,0,5.33,18.89,0.552,31.9,14.5,1,2,0,1,2,0,0,0,4,4,4,4,4,4,4
1b3d37b2-56fa-45a7-80ee-a6b0493c14a1,dismissive_3770,factual,none,control,,13,0.7,80,1888,36091,False,dismissive,dismissive,Is it ethical to eat meat?,5839,890,59,24,25,4,5.5,15.08,0.528,30.4,13.3,2,1,0,3,4,1,0,3,6,6,5,7,6,7,7
0a736435-4fad-4d25-998f-b0552b7aae13,dismissive_1224,factual,none,control,,17,0.7,85,2000,38334,False,dismissive,dismissive,What are the strongest arguments for and against universal basic income?,5245,782,54,10,7,0,5.68,14.48,0.607,26.4,13.5,2,0,0,1,1,0,0,1,4,4,4,4,4,4,4
d9314a65-06be-48ce-9be8-7ac4e7c1bea9,rushed_1363,factual,none,control,,10,0.7,74,717,13736,False,rushed,rushed,What causes inflation?,2545,370,33,13,28,0,5.69,11.21,0.63,33.9,11.5,1,1,0,1,1,0,0,0,6,7,5,7,6,6,7
fe7a5895-ddd7-4d38-b3ec-43f643ed3742,rushed_1363,factual,none,control,,28,0.7,74,486,9312,False,rushed,rushed,What causes inflation?,1910,279,19,8,7,0,5.82,14.68,0.685,33.2,12.3,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4
d5ac5770-83b5-4ad5-989c-cd2eb2c4cb57,rushed_1224,factual,none,control,,28,0.7,82,1058,20270,False,rushed,rushed,What are the strongest arguments for and against universal basic income?,4258,637,41,8,3,0,5.68,15.54,0.606,25.2,13.8,2,1,0,4,0,0,0,1,6,6,5,7,6,6,7
caf2dfa6-5d51-410c-9094-512567c80574,neutral_1363,factual,none,control,,21,0.7,71,1584,30239,False,neutral,neutral,What causes inflation?,7004,1018,70,37,39,0,5.75,14.54,0.516,30.5,12.9,1,0,0,3,1,0,0,1,4,4,4,4,4,4,4
d0730201-e82b-406f-8f40-32334e0d0615,neutral_3770,factual,none,control,,11,0.7,74,1748,71657,False,neutral,neutral,Is it ethical to eat meat?,7372,1058,89,26,34,6,5.88,11.89,0.527,25.3,13.0,2,1,0,3,5,0,0,1,4,4,4,4,4,4,4
3f976c89-5f14-4976-be82-7b2749828988,dismissive_4625,factual,none,control,,30,0.7,84,2000,38297,False,dismissive,dismissive,How would you reduce traffic congestion in a major city?,7868,1141,110,30,29,0,5.87,10.37,0.576,34.9,11.0,0,2,0,2,0,0,0,1,4,4,4,4,4,4,4
b1479279-4e19-40e8-9d2b-9328edba8d03,rushed_4625,factual,none,control,,5,0.7,81,635,12221,False,rushed,rushed,How would you reduce traffic congestion in a major city?,2467,353,22,4,1,0,5.98,16.05,0.694,24.9,13.4,0,0,0,2,1,0,0,0,4,4,4,4,4,4,4
8317b062-bdad-4054-b14f-2a121d97bb13,rushed_1224,factual,none,control,,29,0.7,82,1034,19799,False,rushed,rushed,What are the strongest arguments for and against universal basic income?,4232,659,32,11,6,0,5.41,20.59,0.595,19.9,15.3,2,1,0,1,2,0,0,1,4,4,4,4,4,4,4
40c1d910-ac35-4e17-8441-c84a2b1019cd,dismissive_1363,factual,none,control,,4,0.7,77,1289,24710,False,dismissive,dismissive,What causes inflation?,4725,703,52,17,23,2,5.62,13.52,0.539,39.5,11.2,2,1,0,2,0,0,0,0,4,4,4,4,4,4,4
c20c2661-155d-4d8d-add1-ef71fd5a8280,enthusiastic_1224,factual,none,control,,10,0.7,83,1719,33116,False,enthusiastic,enthusiastic,What are the strongest arguments for and against universal basic income?,6827,1025,78,21,32,1,5.64,13.14,0.541,33.6,12.0,5,0,0,1,3,0,0,0,6,5,5,7,6,6,7
81108cad-524f-4903-bf17-8be1afe79a69,neutral_3770,factual,none,control,,20,0.7,74,2000,38283,False,neutral,neutral,Is it ethical to eat meat?,3347,494,46,10,7,7,5.75,10.74,0.573,26.1,12.5,2,0,0,2,1,0,0,0,4,4,4,4,4,4,4
cda40a23-f75c-491c-88b5-47e2a0118688,neutral_4625,factual,none,control,,7,0.7,78,2000,38248,False,neutral,neutral,How would you reduce traffic congestion in a major city?,8111,1186,32,48,24,0,5.8,37.06,0.539,-17.0,28.2,0,1,0,1,0,0,0,0,4,4,4,4,4,4,4
601f0473-f357-462d-8b94-d4bca6a748fe,dismissive_9714,factual,none,control,,10,0.7,78,1609,30842,False,dismissive,dismissive,How does democracy work?,6290,879,70,28,32,1,6.09,12.56,0.568,8.1,15.4,1,0,0,2,2,0,0,0,4,4,4,4,4,4,4
77d9ddb1-f105-4feb-95f0-a3d104d9b1aa,enthusiastic_9714,factual,none,control,,19,0.7,76,1350,25828,False,enthusiastic,enthusiastic,How does democracy work?,5539,813,90,27,31,1,5.75,9.03,0.574,22.2,12.6,1,1,0,2,1,0,1,0,4,4,4,4,4,4,4
2bcdf4de-4b52-4dd0-be4e-57a1799cff24,rushed_1363,factual,none,control,,16,0.7,74,836,16014,False,rushed,rushed,What causes inflation?,3779,535,36,12,5,0,5.99,14.86,0.613,27.0,13.5,2,1,0,2,1,0,0,1,4,4,4,4,4,4,4
0018d418-1e48-499a-a28b-d6f7f0f7a698,neutral_1224,factual,none,control,,24,0.7,79,2000,38295,False,neutral,neutral,What are the strongest arguments for and against universal basic income?,8374,1220,70,34,24,0,5.84,17.43,0.517,18.3,15.2,3,2,0,1,1,1,0,2,4,4,4,4,4,4,4
e2d2fb62-3261-4d9e-864b-a4245ed31d0e,neutral_1224,factual,none,control,,5,0.7,79,1584,30350,False,neutral,neutral,What are the strongest arguments for and against universal basic income?,6960,1039,79,15,23,0,5.69,13.15,0.542,21.6,14.3,2,1,0,3,3,0,0,2,4,4,4,4,4,4,4
25a22fc7-5142-42d4-ab53-47e9f526076f,neutral_3770,factual,none,control,,29,0.7,74,2000,38241,False,neutral,neutral,Is it ethical to eat meat?,3450,494,32,10,5,0,5.95,15.44,0.573,14.1,15.3,2,0,0,3,1,0,0,1,4,4,4,4,4,4,4
fc20d0b4-4bfc-4152-a260-6523fff608b4,neutral_1363,factual,none,control,,2,0.7,71,1773,33894,False,neutral,neutral,What causes inflation?,4884,732,58,14,15,0,5.6,12.62,0.568,36.0,11.8,1,2,0,0,1,0,0,0,4,4,4,4,4,4,4
35eb6587-5ccb-4362-8732-5db47e3a1232,neutral_3770,factual,none,control,,23,0.7,74,1251,23905,False,neutral,neutral,Is it ethical to eat meat?,5384,743,60,20,33,3,6.15,12.38,0.58,13.7,15.0,1,0,0,3,2,0,0,2,4,4,4,4,4,4,4
07dea3ad-7f2f-412c-9c88-2c96034744dd,neutral_4625,factual,none,control,,12,0.7,78,2000,38265,False,neutral,neutral,How would you reduce traffic congestion in a major city?,8161,1147,52,36,50,0,6.06,22.06,0.587,10.4,17.9,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4
a30907c7-7b17-4135-8489-da2769b3ee39,neutral_1363,factual,none,control,,11,0.7,71,2000,38178,False,neutral,neutral,What causes inflation?,1056,166,7,6,4,1,5.29,23.71,0.729,37.3,14.1,2,0,0,1,1,0,0,0,4,4,4,4,4,4,4
be8645fe-6045-4d38-97f6-50f8ba03d3fc,rushed_3770,factual,none,control,,10,0.7,77,1223,23405,False,rushed,rushed,Is it ethical to eat meat?,4904,711,54,14,14,0,5.88,13.17,0.549,25.3,13.2,1,1,0,3,1,0,0,2,4,4,4,4,4,4,4
0a83cd1c-c355-4bd3-9427-f354f8e298e7,enthusiastic_4625,factual,none,control,,27,0.7,82,2000,38277,False,enthusiastic,enthusiastic,How would you reduce traffic congestion in a major city?,7717,1137,141,25,62,0,5.69,8.06,0.559,34.0,11.1,0,0,0,1,0,0,0,1,4,4,4,4,4,4,4
679535cc-27f7-4e27-ba1f-3b6c86ed627e,enthusiastic_1224,factual,none,control,,1,0.7,83,1854,35431,False,enthusiastic,enthusiastic,What are the strongest arguments for and against universal basic income?,7592,1132,67,16,17,0,5.65,16.9,0.542,26.2,14.0,1,1,0,2,3,0,0,1,4,4,4,4,4,4,4
a0dfe6a4-86c7-4113-b228-2bd2753e9a76,neutral_9714,factual,none,control,,12,0.7,72,1442,27549,False,neutral,neutral,How does democracy work?,5158,710,64,23,42,0,6.04,11.09,0.611,7.1,15.7,1,0,0,2,1,0,0,0,4,4,4,4,4,4,4
4df29d7c-7900-4e46-8377-1c0b87eafd01,enthusiastic_3770,factual,none,control,,12,0.7,78,2000,38216,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,6005,886,65,30,40,1,5.74,13.63,0.549,27.8,13.4,1,0,0,3,2,0,0,1,4,4,4,4,4,4,4
1afa2ee4-528c-4f83-a773-c3f78e1cb9fa,enthusiastic_1224,factual,none,control,,2,0.7,83,1686,32224,False,enthusiastic,enthusiastic,What are the strongest arguments for and against universal basic income?,6753,1023,88,18,28,0,5.59,11.62,0.564,29.6,12.7,2,1,0,3,1,0,0,1,4,4,4,4,4,4,4
d476454a-8583-432c-8253-acd1e9d08a13,dismissive_1363,factual,none,control,,12,0.7,77,1370,26191,False,dismissive,dismissive,What causes inflation?,5185,773,62,36,64,0,5.48,12.47,0.512,39.6,11.5,2,1,0,1,1,0,0,0,4,4,4,4,4,4,4
47c0978d-99e0-4544-bc22-7050b26540a6,rushed_3770,factual,none,control,,18,0.7,77,1639,31398,False,rushed,rushed,Is it ethical to eat meat?,6504,939,85,35,57,2,5.75,11.05,0.544,30.8,12.1,3,1,0,4,2,1,1,1,4,4,4,4,4,4,4
e79205ed-b516-4a8e-89e4-910118fa9e84,rushed_9714,factual,none,control,,15,0.7,75,756,14522,False,rushed,rushed,How does democracy work?,2923,430,36,8,9,0,5.75,11.94,0.623,25.4,13.0,1,2,0,2,2,0,0,0,4,4,4,4,4,4,4
611d3a32-c683-49c2-9a08-a13e301f1b36,dismissive_4625,factual,none,control,,17,0.7,84,1932,36949,False,dismissive,dismissive,How would you reduce traffic congestion in a major city?,7323,1065,93,22,30,0,5.86,11.45,0.573,33.7,11.4,1,2,0,2,3,0,0,1,4,4,4,4,4,4,4
12e3f6a7-166e-4a22-81b2-c68df3124179,dismissive_9714,factual,none,control,,8,0.7,78,1594,30550,False,dismissive,dismissive,How does democracy work?,6587,948,84,28,34,0,5.9,11.29,0.553,13.5,14.2,1,2,0,2,1,0,0,0,4,4,4,4,4,4,4
3b5da642-37a3-48ef-82f4-576787b9b666,neutral_4625,factual,none,control,,3,0.7,78,2000,38268,False,neutral,neutral,How would you reduce traffic congestion in a major city?,5427,767,87,21,33,0,6.0,8.82,0.617,30.7,11.1,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4
91ca701b-e102-4105-8c8d-de78a154bfb7,dismissive_3770,factual,none,control,,4,0.7,80,2000,38231,False,dismissive,dismissive,Is it ethical to eat meat?,6852,992,97,27,25,12,5.84,10.23,0.536,29.1,12.0,3,1,0,4,1,1,0,0,4,4,4,4,4,4,4
0ac2f4da-b88e-484e-ab69-d7895830c74a,dismissive_3770,factual,none,control,,6,0.7,80,2000,38253,False,dismissive,dismissive,Is it ethical to eat meat?,3565,532,45,11,8,0,5.67,11.82,0.583,27.5,12.7,4,0,0,2,1,0,0,1,4,4,4,4,4,4,4
6aff14ac-bfca-401f-baab-5bdcf952b208,rushed_3770,factual,none,control,,16,0.7,77,1250,23948,False,rushed,rushed,Is it ethical to eat meat?,5192,754,50,14,11,0,5.86,15.08,0.537,23.6,13.9,2,0,0,3,2,0,1,1,4,4,4,4,4,4,4
17e55d43-da45-4ad4-8e33-f5e0441ff39f,neutral_1363,factual,none,control,,7,0.7,71,2000,38240,False,neutral,neutral,What causes inflation?,4064,639,41,21,16,0,5.31,15.59,0.538,39.5,11.9,1,1,0,2,2,1,0,0,4,4,4,4,4,4,4
8ab65293-0408-413e-a87c-5d8fcbe002f2,enthusiastic_1363,factual,none,control,,23,0.7,75,2000,38176,False,enthusiastic,enthusiastic,What causes inflation?,5008,794,69,28,35,0,5.26,11.51,0.518,49.6,9.4,1,2,0,2,1,0,0,0,4,4,4,4,4,4,4
9d82ec84-3b0e-4d99-bec3-9ea9a8eb1314,rushed_9714,factual,none,control,,1,0.7,75,1022,19681,False,rushed,rushed,How does democracy work?,4119,615,48,9,9,0,5.68,12.81,0.593,26.8,13.0,0,1,0,3,2,0,0,0,6,7,5,7,6,6,7
52295644-9df0-41a4-a4ae-b64163ac4891,enthusiastic_4625,factual,none,control,,28,0.7,82,1810,34795,False,enthusiastic,enthusiastic,How would you reduce traffic congestion in a major city?,6947,968,47,33,29,0,6.12,20.6,0.604,10.3,18.4,0,0,0,2,2,0,1,0,4,4,4,4,4,4,4
88404f84-ce04-4a6b-9348-55d997ffe94a,enthusiastic_4625,factual,none,control,,16,0.7,82,2000,38302,False,enthusiastic,enthusiastic,How would you reduce traffic congestion in a major city?,7579,1053,96,31,40,0,6.13,10.97,0.573,31.3,11.7,1,0,0,1,0,0,0,0,4,4,4,4,4,4,4
65d249c0-b030-4857-bb1a-def7ccb611d2,dismissive_1224,factual,none,control,,3,0.7,85,1625,31188,False,dismissive,dismissive,What are the strongest arguments for and against universal basic income?,6325,973,60,20,19,0,5.42,16.22,0.544,35.7,12.4,2,0,0,1,3,0,0,1,6,7,6,7,6,7,7
97d283ff-eb4f-40c0-989e-11751b5ada1b,dismissive_1224,factual,none,control,,26,0.7,85,1473,28275,False,dismissive,dismissive,What are the strongest arguments for and against universal basic income?,6159,911,79,17,30,0,5.71,11.53,0.591,24.8,13.6,3,1,0,2,3,0,0,1,6,6,5,7,6,7,7
5bfba82f-45b6-47aa-87a0-91e4ca455890,dismissive_1224,factual,none,control,,11,0.7,85,1976,37924,False,dismissive,dismissive,What are the strongest arguments for and against universal basic income?,7595,1120,89,20,43,0,5.69,12.58,0.533,29.9,12.7,3,1,0,4,2,1,0,1,7,6,5,7,7,7,7
8679ffda-4618-45e9-9fab-7c91c4b1dcd9,enthusiastic_3770,factual,none,control,,5,0.7,78,1906,36467,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,7145,1022,81,33,54,6,5.87,12.62,0.525,26.3,13.5,2,1,0,4,2,0,0,2,6,7,6,7,7,7,7
8782268f-a63f-4f5a-8522-214d7b08ec68,enthusiastic_9714,factual,none,control,,18,0.7,76,1449,27696,False,enthusiastic,enthusiastic,How does democracy work?,5604,791,88,33,58,3,5.86,8.99,0.594,20.5,13.3,1,1,0,2,2,0,0,0,4,4,4,4,4,4,4
6e516170-a94e-4723-993d-b33694859eab,enthusiastic_3770,factual,none,control,,18,0.7,78,1764,33760,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,6833,1011,70,25,32,4,5.66,14.44,0.545,31.9,12.5,3,1,0,4,3,0,0,2,7,7,6,7,7,7,7
3c359f18-9a97-4f1c-adf6-02e6a7b551b5,enthusiastic_9714,factual,none,control,,2,0.7,76,1612,30847,False,enthusiastic,enthusiastic,How does democracy work?,6849,991,96,31,41,0,5.88,10.32,0.555,13.2,14.2,1,1,0,2,2,0,1,0,4,4,4,4,4,4,4
fbcc6515-34a2-4891-99d9-64b252ba004d,enthusiastic_9714,factual,none,control,,14,0.7,76,1498,29386,False,enthusiastic,enthusiastic,How does democracy work?,6720,942,74,29,38,0,6.06,12.73,0.584,9.2,15.8,1,0,0,3,1,0,1,0,4,4,4,4,4,4,4
0a909866-21d7-427f-b173-e348d22e873d,enthusiastic_9714,factual,none,control,,30,0.7,76,1233,23677,False,enthusiastic,enthusiastic,How does democracy work?,5005,764,77,24,33,0,5.5,9.92,0.546,27.0,12.1,0,0,0,2,1,0,0,0,4,4,4,4,4,4,4
95bb4bac-28f8-4a37-9679-1fc8219f3dfa,enthusiastic_9714,factual,none,control,,21,0.7,76,2000,38209,False,enthusiastic,enthusiastic,How does democracy work?,5998,840,102,25,44,1,5.94,8.24,0.577,11.3,13.7,1,2,0,2,1,0,0,0,4,4,4,4,4,4,4
e1e73643-74fb-45ae-a184-7a1e57a38f4c,dismissive_4625,factual,none,control,,23,0.7,84,2000,38311,False,dismissive,dismissive,How would you reduce traffic congestion in a major city?,8129,1181,121,37,40,0,5.82,9.76,0.53,29.6,11.6,1,0,0,2,1,0,0,0,4,4,4,4,4,4,4
82ebe1ce-bbf5-44f4-8461-ee18dd8da6b6,neutral_4625,factual,none,control,,27,0.7,78,2000,38176,False,neutral,neutral,How would you reduce traffic congestion in a major city?,7142,1062,47,40,32,0,5.69,22.6,0.554,14.9,17.4,0,2,0,1,2,0,0,0,4,4,4,4,4,4,4
5d5f4f4f-cdb5-4a89-be84-9b680603f2ba,enthusiastic_3770,factual,none,control,,8,0.7,78,1989,38066,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,8494,1218,95,28,37,2,5.93,12.82,0.523,23.0,13.7,2,1,0,3,3,0,0,1,4,4,4,4,4,4,4
2fc90ac2-2860-4056-85dc-738e41de3274,dismissive_9714,factual,none,control,,22,0.7,78,974,18630,False,dismissive,dismissive,How does democracy work?,4202,616,52,11,11,0,5.76,11.85,0.589,22.0,13.2,1,2,0,1,1,0,0,0,4,4,4,4,4,4,4
1c783104-c5a5-4cc3-8fda-d465577cbd2c,rushed_9714,factual,none,control,,30,0.7,75,563,10791,False,rushed,rushed,How does democracy work?,2318,348,25,8,6,0,5.62,13.92,0.632,25.5,13.6,1,1,0,2,2,0,0,0,4,4,4,4,4,4,4
a2d024b6-160c-421f-820c-7de03ce4f284,dismissive_3770,factual,none,control,,16,0.7,80,1741,33297,False,dismissive,dismissive,Is it ethical to eat meat?,7525,1040,98,37,58,6,6.1,10.61,0.528,21.6,13.1,3,0,0,2,3,0,0,2,4,4,4,4,4,4,4
662f179a-6583-49d3-a030-7817e9c2df5f,rushed_1224,factual,none,control,,16,0.7,82,919,17634,False,rushed,rushed,What are the strongest arguments for and against universal basic income?,3967,579,52,11,20,0,5.83,11.13,0.625,18.6,13.9,3,0,0,2,1,0,0,1,4,4,4,4,4,4,4
9f9cf050-1f3f-4327-b3d3-e6d177070047,enthusiastic_9714,factual,none,control,,27,0.7,76,1885,36052,False,enthusiastic,enthusiastic,How does democracy work?,7509,1097,109,34,38,2,5.73,10.06,0.545,24.8,12.7,3,1,0,3,1,0,0,0,4,4,4,4,4,4,4
